drugbank_id,groups,name,type
DB08072,['experimental'],"4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE",small molecule
DB08073,['experimental'],(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,small molecule
DB08074,['experimental'],3-(3-Methyl-2-buten-1-yl)-3H-purin-6-amine,small molecule
DB08075,['experimental'],"4-(2-amino-1,3-thiazol-4-yl)pyrimidin-2-amine",small molecule
DB08076,['experimental'],"4-[1-(2,6-dichlorobenzyl)-2-methyl-1H-imidazol-4-yl]pyrimidin-2-amine",small molecule
DB08077,['experimental'],"2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID",small molecule
DB08078,['experimental'],{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid,small molecule
DB08079,['investigational'],AMG-208,small molecule
DB08080,['experimental'],Latrunculin B,small molecule
DB08081,['experimental'],3-OXO-OCTANOIC ACID (2-OXO-TETRAHYDRO-FURAN-3-YL)-AMIDE,small molecule
DB08082,['experimental'],N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE,small molecule
DB08083,['experimental'],"2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide",small molecule
DB08084,['experimental'],IDD594,small molecule
DB08085,['experimental'],1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE,small molecule
DB08086,['experimental'],N-[12-(1H-imidazol-1-yl)dodecanoyl]-L-leucine,small molecule
DB08087,['experimental'],"4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-1-NAPHTHONITRILE",small molecule
DB08088,['experimental'],"2-chloro-4-{[(1R,3Z,7S,7aS)-7-hydroxy-1-(trifluoromethyl)tetrahydro-1H-pyrrolo[1,2-c][1,3]oxazol-3-ylidene]amino}-3-methylbenzonitrile",small molecule
DB08089,['experimental'],LGD-2226,small molecule
DB08090,['experimental'],"(3Z,5S,6R,7S,8R,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol",small molecule
DB08091,['experimental'],3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE,small molecule
DB08092,['experimental'],3-fluoro-N-1H-indol-5-yl-5-morpholin-4-ylbenzamide,small molecule
DB08093,['experimental'],3-(1-NAPHTHYLMETHOXY)PYRIDIN-2-AMINE,small molecule
DB08094,['investigational'],RO-4584820,small molecule
DB08095,['experimental'],"3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA",small molecule
DB08096,['experimental'],"8-(2-CHLOROPHENYLAMINO)-2-(2,6-DIFLUOROPHENYLAMINO)-9-ETHYL-9H-PURINE-1,7-DIIUM",small molecule
DB08097,['experimental'],"2-(2,6-DIFLUOROPHENOXY)-N-(2-FLUOROPHENYL)-9-ISOPROPYL-9H-PURIN-8-AMINE",small molecule
DB08098,['experimental'],"{[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid",small molecule
DB08099,['experimental'],"6-ethyl-5-[(2S)-1-(3-methoxypropyl)-2-phenyl-1,2,3,4-tetrahydroquinolin-7-yl]pyrimidine-2,4-diamine",small molecule
DB08100,['experimental'],"2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol",small molecule
DB08101,['experimental'],"2,6-dibromo-4-[(E)-2-phenylethenyl]phenol",small molecule
DB08102,['experimental'],"3,5-dibromobiphenyl-4-ol",small molecule
DB08103,['experimental'],"2,6-dibromo-4-phenoxyphenol",small molecule
DB08104,['experimental'],"N-(3,5-dibromo-4-hydroxyphenyl)benzamide",small molecule
DB08105,['experimental'],N-[(6-butoxynaphthalen-2-yl)sulfonyl]-L-glutamic acid,small molecule
DB08106,['experimental'],N-[(6-butoxynaphthalen-2-yl)sulfonyl]-D-glutamic acid,small molecule
DB08107,['experimental'],N-{[6-(PENTYLOXY)NAPHTHALEN-2-YL]SULFONYL}-D-GLUTAMIC ACID,small molecule
DB08108,['experimental'],N-({6-[(4-CYANOBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID,small molecule
DB08109,['experimental'],"(1S,4R,7AR)-4-BUTOXY-1-[(1R)-1-FORMYLPROPYL]-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",small molecule
DB08110,['experimental'],"(1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",small molecule
DB08111,['experimental'],"4-[(6-phenyl[1,2,4]triazolo[4,3-b]pyridazin-3-yl)methyl]phenol",small molecule
DB08112,['experimental'],N-({6-[(4-CYANO-2-FLUOROBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID,small molecule
DB08113,['experimental'],3-pyridin-4-yl-1H-indazole,small molecule
DB08114,['experimental'],"5-benzyl-1,3-thiazol-2-amine",small molecule
DB08115,['experimental'],2-aminoethyl naphthalen-1-ylacetate,small molecule
DB08116,['experimental'],"(3R)-4-{[(3,4-dihydroxyphenyl)acetyl]oxy}-N-(2-formylindolizin-3-yl)-3-sulfino-D-valine",small molecule
DB08118,['experimental'],"2-(methylamino)-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide",small molecule
DB08119,['experimental'],"1,1,1-TRIFLUORO-3-((N-ACETYL)-L-LEUCYLAMIDO)-4-PHENYL-BUTAN-2-ONE(N-ACETYL-L-LEUCYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)",small molecule
DB08120,['experimental'],"6,8-DIMERCAPTO-OCTANOIC ACID AMIDE",small molecule
DB08121,['experimental'],(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,small molecule
DB08122,['experimental'],"N-Methyl-4-{[(2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}benzenesulfonamide",small molecule
DB08123,['experimental'],"N-methyl-{4-[2-(7-oxo-6,7-dihydro-8H-[1,3]thiazolo[5,4-e]indol-8-ylidene)hydrazino]phenyl}methanesulfonamide",small molecule
DB08124,['experimental'],"3-{[(2,2-dioxido-1,3-dihydro-2-benzothien-5-yl)amino]methylene}-5-(1,3-oxazol-5-yl)-1,3-dihydro-2H-indol-2-one",small molecule
DB08125,['experimental'],"4-{[(2-Oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}-N-(1,3-thiazol-2-yl)benzenesulfonamide",small molecule
DB08126,['experimental'],"3-{[4-([amino(imino)methyl]aminosulfonyl)anilino]methylene}-2-oxo-2,3-dihydro-1H-indole",small molecule
DB08127,['experimental'],"1,3,3-trimethyl-2-[(1E,3E)-3-methylpenta-1,3-dien-1-yl]cyclohexene",small molecule
DB08128,['experimental'],"(1S,4R,9S)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine",small molecule
DB08129,['experimental'],(1R)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol,small molecule
DB08130,['experimental'],"N-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine",small molecule
DB08131,['experimental'],"2-{4-[2-(2-AMINO-4-OXO-4,7-DIHYDRO-3H-PYRROLO[2,3-D]PYRIMIDIN-5-YL)-ETHYL]-BENZOYLAMINO}-3-METHYL-BUTYRIC ACID",small molecule
DB08132,['experimental'],5-hydroxynaphthalene-1-sulfonamide,small molecule
DB08133,['experimental'],N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide,small molecule
DB08134,['experimental'],4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide,small molecule
DB08135,['experimental'],N-phenyl-1H-pyrazole-3-carboxamide,small molecule
DB08136,['experimental'],4-(acetylamino)-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide,small molecule
DB08137,['experimental'],(4E)-N-(4-fluorophenyl)-4-[(phenylcarbonyl)imino]-4H-pyrazole-3-carboxamide,small molecule
DB08138,['experimental'],"{[(2,6-difluorophenyl)carbonyl]amino}-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide",small molecule
DB08139,['experimental'],"5-chloro-7-[(1-methylethyl)amino]pyrazolo[1,5-a]pyrimidine-3-carbonitrile",small molecule
DB08140,['experimental'],"5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE",small molecule
DB08141,['experimental'],"4-{[(2,6-difluorophenyl)carbonyl]amino}-N-[(3S)-piperidin-3-yl]-1H-pyrazole-3-carboxamide",small molecule
DB08142,['investigational'],AT-7519,small molecule
DB08143,['experimental'],"5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE",small molecule
DB08144,['experimental'],"6-(2,6-dibromophenyl)pyrido[2,3-d]pyrimidine-2,7-diamine",small molecule
DB08145,['experimental'],"6-(2,6-DIMETHOXYPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE",small molecule
DB08146,['experimental'],"7-(2,5-dihydropyrrol-1-yl)-6-phenyl-pyrido[6,5-d]pyrimidin-2-amine",small molecule
DB08147,['experimental'],"4-[3-(dibenzylamino)phenyl]-2,4-dioxobutanoic acid",small molecule
DB08148,['experimental'],"1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",small molecule
DB08149,['experimental'],"1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",small molecule
DB08150,['experimental'],"4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium",small molecule
DB08151,['experimental'],"(5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-phenyl-1,6-dioxa-2-azaspiro[4.5]dec-2-ene-8,9,10-triol",small molecule
DB08152,['experimental'],{(2S)-1-[N-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate,small molecule
DB08153,['experimental'],"(5E)-14-CHLORO-15,17-DIHYDROXY-4,7,8,9,10,11-HEXAHYDRO-2-BENZOXACYCLOPENTADECINE-1,12(3H,13H)-DIONE",small molecule
DB08154,['experimental'],3-chloro-5-[2-chloro-5-(1H-indazol-3-ylmethoxy)phenoxy]benzonitrile,small molecule
DB08155,['experimental'],N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE,small molecule
DB08156,['experimental'],3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID,small molecule
DB08157,['experimental'],ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE,small molecule
DB08158,['experimental'],"2,4-DINITROPHENYL 2-DEOXY-2-FLUORO-BETA-D-MANNOPYRANOSIDE",small molecule
DB08159,['experimental'],"4-(5,11-DIOXO-5H-INDENO[1,2-C]ISOQUINOLIN-6(11H)-YL)BUTANOATE",small molecule
DB08160,['experimental'],"(2S)-2-AMINO-4-(METHYLSULFANYL)-1-(1,3-THIAZOL-2-YL)BUTANE-1,1-DIOL",small molecule
DB08161,['experimental'],(S)-2-(MERCAPTOMETHYL)-5-PHENYLPENTANOIC ACID,small molecule
DB08162,['investigational'],Fasudil,small molecule
DB08163,['experimental'],5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine,small molecule
DB08164,['experimental'],"(3R,4R)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-3-AMINE",small molecule
DB08165,['experimental'],indane-5-sulfonamide,small molecule
DB08166,['experimental'],"(4R)-7-chloro-9-methyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",small molecule
DB08167,"['experimental', 'investigational']",Methylthioninium,small molecule
DB08168,['experimental'],Coumarin 120,small molecule
DB08169,['experimental'],(2Z)-N-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide,small molecule
DB08170,['experimental'],"(1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE",small molecule
DB08171,['experimental'],11-MERCAPTOUNDECANOIC ACID,small molecule
DB08172,['experimental'],(2Z)-N-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide,small molecule
DB08173,['experimental'],5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE,small molecule
DB08174,['experimental'],"5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE",small molecule
DB08175,['experimental'],"(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID",small molecule
DB08176,['experimental'],(1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE,small molecule
DB08177,['experimental'],(E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID,small molecule
DB08178,['experimental'],"4-(4-methoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine",small molecule
DB08179,['experimental'],"methyl 4-(2,3-dihydroxy-5-methylphenoxy)-2-hydroxy-6-methylbenzoate",small molecule
DB08180,['experimental'],2-[METHYL-(5-GERANYL-4-METHYL-PENT-3-ENYL)-AMINO]-ETHYL-DIPHOSPHATE,small molecule
DB08181,['experimental'],2-((3'-METHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID,small molecule
DB08182,['experimental'],"4-(4-propoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine",small molecule
DB08184,['experimental'],2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,small molecule
DB08185,['experimental'],2-METHYLTHIO-N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE,small molecule
DB08186,['experimental'],(3E)-4-(1-METHYL-1H-INDOL-3-YL)BUT-3-EN-2-ONE,small molecule
DB08187,['experimental'],N-Methylphenylalanyl-N-[(trans-4-aminocyclohexyl)methyl]-L-prolinamide,small molecule
DB08188,['investigational'],Emivirine,small molecule
DB08190,['experimental'],N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide,small molecule
DB08191,['experimental'],"4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid",small molecule
DB08192,['experimental'],2-(4-CARCOXY-5-ISOPROPYLTHIAZOLYL)BENZOPIPERIDINE,small molecule
DB08193,['experimental'],2-(3-NITROPHENYL)ACETIC ACID,small molecule
DB08194,['experimental'],"4-methyl-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-2-amine",small molecule
DB08195,['experimental'],(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE,small molecule
DB08196,['experimental'],"2-((3',5'-DIMETHOXY-4'-HYDROXYPHENYL)AZO)BENZOIC ACID",small molecule
DB08197,['experimental'],"(5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime",small molecule
DB08198,['experimental'],"[(4R)-4-(3-HYDROXYPHENYL)-1,6-DIMETHYL-2-THIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL](PHENYL)METHANONE",small molecule
DB08199,['experimental'],N-[(BENZYLOXY)CARBONYL]-L-CYSTEINYLGLYCINE,small molecule
DB08200,['experimental'],(1R)-menthyl hexyl phosphonate group,small molecule
DB08201,['experimental'],(1S)-menthyl hexyl phosphonate group,small molecule
DB08202,['experimental'],4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE,small molecule
DB08203,['experimental'],"7-[2-METHOXY-1-(METHOXYMETHYL)ETHYL]-7H-PYRROLO[3,2-F] QUINAZOLINE-1,3-DIAMINE",small molecule
DB08204,['experimental'],3-DIPHENOL-6-NITRO-3H-BENZO[DE]ISOCHROMEN-1-ONE,small molecule
DB08205,['experimental'],"4-(1,3-BENZOXAZOL-2-YL)-2,6-DIMETHYLPHENOL",small molecule
DB08206,['experimental'],"4-(1,3-BENZOXAZOL-2-YL)-2,6-DIBROMOPHENOL",small molecule
DB08207,['experimental'],"2-(3,5-DIMETHYLPHENYL)-1,3-BENZOXAZOLE",small molecule
DB08208,['experimental'],"2-[(4-ETHYNYL-2-FLUOROPHENYL)AMINO]-3,4-DIFLUORO-N-(2-HYDROXYETHOXY)BENZAMIDE",small molecule
DB08209,['experimental'],Methyl red,small molecule
DB08210,['experimental'],"2-AMINO-4-FLUORO-5-[(1-METHYL-1H-IMIDAZOL-2-YL)SULFANYL]-N-(1,3-THIAZOL-2-YL)BENZAMIDE",small molecule
DB08211,['experimental'],5-bromo-3-(pyrrolidin-1-ylsulfonyl)-1H-indole-2-carboxamide,small molecule
DB08212,['experimental'],1-[2-(3-ACETYL-2-HYDROXY-6-METHOXY-PHENYL)-CYCLOPROPYL]-3-(5-CYANO-PYRIDIN-2-YL)-THIOUREA,small molecule
DB08213,['experimental'],"1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE",small molecule
DB08214,['experimental'],4-(1H-IMIDAZOL-1-YL)PHENOL,small molecule
DB08215,['experimental'],Terbutryn,small molecule
DB08216,['experimental'],2-((3'-TERTBUTYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID,small molecule
DB08217,['experimental'],"S-[(1-Hydroxy-2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate",small molecule
DB08218,['experimental'],"HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM",small molecule
DB08219,['experimental'],"4-Methyl-5-[(2Z)-2-{[4-(4-morpholinyl)phenyl]imino}-2,5-dihydro-4-pyrimidinyl]-1,3-thiazol-2-amine",small molecule
DB08220,['experimental'],"(8alpha,10alpha,13alpha,17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3,5-diene-3-carboxylic acid",small molecule
DB08221,['experimental'],N-{4-METHYL-3-[(3-PYRIMIDIN-4-YLPYRIDIN-2-YL)AMINO]PHENYL}-3-(TRIFLUOROMETHYL)BENZAMIDE,small molecule
DB08222,['experimental'],METHOXYUNDECYLPHOSPHINIC ACID,small molecule
DB08223,['experimental'],"N-{(1S,2R)-1-BENZYL-3-[(CYCLOPROPYLMETHYL)(2-FURYLSULFONYL)AMINO]-2-HYDROXYPROPYL}-N'-METHYLSUCCINAMIDE",small molecule
DB08224,['experimental'],"(1S,7S,8S,8AR)-1,2,3,7,8,8A-HEXAHYDRO-7-METHYL-8-[2-[(2R,4R)-TETRAHYDRO-4-HY DROXY-6-OXO-2H-PYRAN-2-YL]ETHYL]-1-NAPHTHALENOL",small molecule
DB08226,['experimental'],Myxopyronin B,small molecule
DB08227,['experimental'],"1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE",small molecule
DB08228,['experimental'],"5,8-dimethoxy-1,4-dimethylquinolin-2(1H)-one",small molecule
DB08229,['experimental'],[N-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid,small molecule
DB08230,['experimental'],Tricetin,small molecule
DB08231,['experimental'],Myristic acid,small molecule
DB08232,['experimental'],"[5-(5-Amino-1H-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-3-biphenylyl]acetic acid",small molecule
DB08233,['experimental'],6-CYCLOHEXYLMETHYLOXY-2-(4'-HYDROXYANILINO)PURINE,small molecule
DB08234,['experimental'],"5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine",small molecule
DB08235,['experimental'],N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide,small molecule
DB08236,['experimental'],"(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one",small molecule
DB08237,['experimental'],2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate),small molecule
DB08238,['experimental'],5-aminonaphthalene-2-sulfonic acid,small molecule
DB08239,['experimental'],"(2S)-4-(2,5-DIFLUOROPHENYL)-N-METHYL-2-PHENYL-N-PIPERIDIN-4-YL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE",small molecule
DB08240,['experimental'],N-(4-CHLOROPHENYL)-3-(PHOSPHONOOXY)NAPHTHALENE-2-CARBOXAMIDE,small molecule
DB08241,['experimental'],4-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)--BENZAMIDE,small molecule
DB08242,['experimental'],"N,4-dimethyl-3-[(1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide",small molecule
DB08244,['experimental'],"(1S)-1-CYCLOPROPYL-2-[(2S)-4-(2,5-DIFLUOROPHENYL)-2-PHENYL-2,5-DIHYDRO-1H-PYRROL-1-YL]-2-OXOETHANAMINE",small molecule
DB08245,['experimental'],1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-5-NITRO-1H-INDOLE,small molecule
DB08246,['experimental'],"(2S)-4-(2,5-DIFLUOROPHENYL)-N,N-DIMETHYL-2-PHENYL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE",small molecule
DB08247,['experimental'],6-(CYCLOHEXYLMETHOXY)-8-ISOPROPYL-9H-PURIN-2-AMINE,small molecule
DB08248,['experimental'],3-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)-BENZENESULFONAMIDE,small molecule
DB08249,['experimental'],"3,6,9,12,15-PENTAOXATRICOSAN-1-OL",small molecule
DB08250,['experimental'],"(5S)-5-(3-AMINOPROPYL)-3-(2,5-DIFLUOROPHENYL)-N-ETHYL-5-PHENYL-4,5-DIHYDRO-1H-PYRAZOLE-1-CARBOXAMIDE",small molecule
DB08251,['experimental'],4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID,small molecule
DB08252,['experimental'],2-((4'-HYDROXYNAPHTHYL)-AZO)BENZOIC ACID,small molecule
DB08253,['experimental'],NAM NAPTHYLAMINOALANINE,small molecule
DB08254,['experimental'],2-Naphthalenesulfonic acid,small molecule
DB08255,['experimental'],"(3AR,5R,6S,7R,7AR)-5-(HYDROXYMETHYL)-2-PROPYL-5,6,7,7A-TETRAHYDRO-3AH-PYRANO[3,2-D][1,3]THIAZOLE-6,7-DIOL",small molecule
DB08256,['experimental'],N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE,small molecule
DB08257,['experimental'],4-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}BUTANOIC ACID,small molecule
DB08258,['experimental'],6-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEXANOIC ACID,small molecule
DB08259,['experimental'],7-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEPTANOIC ACID,small molecule
DB08260,['experimental'],"(1S,2R,3S,4R,5R)-2,3,4-trihydroxy-N-octyl-6-oxa-8-azabicyclo[3.2.1]octane-8-carbothioamide",small molecule
DB08261,['experimental'],"2-hydroxy-7-methoxy-5-methyl-naphthalene-1-carboxylic acid meso-2,5-dihydroxy-cyclopent-3-enyl ester",small molecule
DB08262,['experimental'],"2,6-dicarboxynaphthalene",small molecule
DB08263,['experimental'],N-(carboxycarbonyl)-D-phenylalanine,small molecule
DB08264,['experimental'],"(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene",small molecule
DB08265,['experimental'],"2-(TOLUENE-4-SULFONYL)-2H-BENZO[D][1,2,3]DIAZABORININ-1-OL",small molecule
DB08266,['experimental'],"Methyl [(1E,5R)-5-{3-[(2E,4E)-2,5-dimethyl-2,4-octadienoyl]-2,4-dioxo-3,4-dihydro-2H-pyran-6-yl}hexylidene]carbamate",small molecule
DB08267,['experimental'],"6-amino-4-(2-phenylethyl)-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",small molecule
DB08268,['experimental'],"6-AMINO-4-[2-(4-METHYLPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE",small molecule
DB08270,['experimental'],"N-(2-AMINOETHYL)-N~2~-{(1S)-1-[4'-(AMINOSULFONYL)BIPHENYL-4-YL]-2,2,2-TRIFLUOROETHYL}-L-LEUCINAMIDE",small molecule
DB08271,['experimental'],N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID,small molecule
DB08272,['experimental'],(4S)-4-(2-NAPHTHYLMETHYL)-D-GLUTAMIC ACID,small molecule
DB08273,['experimental'],4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION,small molecule
DB08274,['experimental'],"6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE",small molecule
DB08275,['experimental'],N-DODECANOYL-L-TYROSINE,small molecule
DB08276,['experimental'],trifluoro-[hydroxy-[hydroxy-[2-(N-methyl-2-nitro-anilino)ethoxy]phosphoryl]oxy-phosphoryl]oxy-beryllium(1-),small molecule
DB08277,['experimental'],"2-(2-CHLORO-4-FLUOROPHENOXY)-2-METHYL-N-[(1R,2S,3S,5S,7S)-5-(METHYLSULFONYL)-2-ADAMANTYL]PROPANAMIDE",small molecule
DB08278,['experimental'],"1-(2-cyclopropylethyl)-3-(1,1-dioxo-2H-1,2,4-benzothiadiazin-3-yl)-6-fluoro-4-hydroxy-2(1H)-quinolinone",small molecule
DB08279,['experimental'],3-{ISOPROPYL[(TRANS-4-METHYLCYCLOHEXYL)CARBONYL]AMINO}-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID,small molecule
DB08280,['experimental'],"(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE",small molecule
DB08281,['experimental'],"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-bromophenyl)thiocarbamate",small molecule
DB08282,['experimental'],"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-chlorophenyl)thiocarbamate",small molecule
